0	0	0	0	0	0	0	0	0	0	0	112	99	137	119	168	180	268	386	542	751	969	1430	1856	2244	2557	2581	2675	2319	1904	1441	1034	666	488	278	261	270	261	347	453	630	830	1302	1902	2779	4025	5505	7057	8882	10573	12085	12537	13002	12100	11191	9473	7716	5918	4215	3070	2031	1283	754	498	299	190	120	80	60	59	74	69	70	57	73	67	67	53	67	72	69	67	64	77	72	57	81	76	86	87	73	62	68	63	64	65	61	71	64	69	69	64	59	73	59	74	56	59	80	70	54	38	57	62	54	48	44	44	52	37	45	41	47	43	36	35	38	44	38	24	33	46	38	23	36	30	27	41	33	31	32	40	29	38	28	36	42	40	24	35
0	0	0	0	0	0	0	0	0	0	0	97	100	91	98	106	143	173	253	296	412	574	775	1130	1443	1896	2159	2455	2524	2337	2242	1811	1406	981	700	506	318	230	243	222	287	343	457	603	852	1194	1719	2373	3355	4539	5768	7347	9082	10415	11315	12004	11944	11398	10244	8956	7585	5767	4474	3193	2334	1501	939	632	387	235	164	123	85	67	75	62	66	59	58	56	70	71	57	74	62	62	73	73	55	83	68	70	66	72	75	66	58	65	71	60	65	54	65	62	55	58	58	62	59	56	59	50	69	47	63	61	59	49	50	57	60	45	46	42	51	44	35	36	54	40	37	35	35	42	40	44	47	27	49	37	28	38	33	45	31	30	36	28	34	32
0	0	0	0	0	0	0	0	0	0	0	78	86	113	88	83	108	150	144	208	244	343	401	616	822	1110	1470	1721	2125	2179	2395	2298	2020	1825	1449	1057	725	507	373	305	200	177	226	291	321	394	519	735	1026	1378	1846	2619	3564	4613	5977	7351	8647	9681	10774	11132	11110	10814	9814	8789	7446	6135	4774	3596	2724	1868	1252	828	584	319	244	172	97	77	61	67	57	59	53	53	66	58	50	61	49	56	78	55	60	57	65	73	65	65	61	60	59	56	50	57	55	61	54	68	59	61	60	52	48	57	52	53	61	58	65	64	59	69	60	59	44	56	42	54	49	40	45	42	32	41	42	35	50	46	35	34	37	32	48	41	28	37	32	43	35	23
0	0	0	0	0	0	0	0	0	0	0	101	104	93	79	67	87	107	128	128	188	229	277	395	463	727	867	1081	1363	1749	1990	2119	2181	2110	1975	1671	1426	1114	847	618	447	298	251	212	217	229	258	293	390	517	651	873	1202	1671	2205	2984	3827	4933	6017	7432	8200	9259	9946	10401	10639	10092	9500	8626	7204	6038	4863	3811	2871	2184	1495	1075	700	493	329	203	139	105	89	72	52	61	42	65	62	47	49	48	50	50	58	53	48	54	61	59	59	65	73	66	57	50	64	57	53	70	60	47	54	54	55	66	48	44	53	40	70	57	42	60	44	49	67	48	50	68	50	55	63	43	35	59	29	51	35	44	33	37	43	33	39	37	32	31	34	45
0	0	0	0	0	0	0	0	0	0	0	93	90	69	78	80	93	83	82	108	122	146	190	228	290	347	474	653	859	1074	1357	1502	1845	1980	2068	2078	1995	1709	1523	1228	944	711	533	368	301	220	186	202	198	203	268	330	362	491	642	878	1246	1507	2059	2750	3392	4342	5386	6373	7577	8393	8993	9630	9746	9648	9367	8515	7578	6694	5765	4641	3600	2774	2100	1601	1173	846	542	384	254	177	109	95	85	73	50	40	53	44	50	57	48	50	51	35	55	56	58	55	51	50	72	47	67	59	57	64	58	46	56	52	49	64	50	44	54	49	51	45	50	52	52	43	43	52	46	57	47	47	37	47	53	47	53	50	53	60	48	51	50	45	38	45	34	41
0	0	0	0	0	0	0	0	0	0	0	92	67	58	81	76	71	63	71	84	88	112	119	137	183	233	281	405	487	614	776	975	1168	1446	1603	1746	1875	1918	1862	1694	1583	1392	1036	878	669	441	413	259	218	179	154	183	185	218	262	333	353	480	680	891	1119	1503	1943	2442	3102	3784	4685	5687	6281	7386	8026	8737	8996	9164	8970	8750	7926	7307	6531	5544	4611	3835	3010	2368	1801	1377	1014	690	524	344	231	159	119	96	76	52	70	38	58	42	44	33	57	39	32	48	41	41	47	59	61	44	54	58	54	53	53	55	51	42	52	46	41	48	58	58	54	52	33	41	46	43	47	39	44	50	55	52	57	44	48	54	44	49	55	48	44	58	34	43
0	0	0	0	0	0	0	0	0	0	0	82	70	71	67	75	64	78	70	84	51	80	119	99	121	161	190	220	304	382	499	638	737	953	1133	1358	1461	1599	1732	1830	1834	1748	1483	1303	1136	964	755	603	458	320	224	205	175	154	144	170	214	257	264	328	424	533	652	845	1148	1416	1822	2274	2956	3586	4358	5086	5894	6715	7258	7872	8419	8474	8668	8309	8123	7455	6692	5781	5210	4400	3605	2892	2370	1786	1350	1030	752	575	380	285	203	166	111	72	59	56	45	52	41	38	44	40	47	40	37	40	43	42	44	47	57	38	53	56	48	48	48	51	57	39	48	59	50	48	45	41	56	52	38	48	41	45	53	32	43	41	50	50	49	46	39	44	44	42
0	0	0	0	0	0	0	0	0	0	0	71	71	81	87	45	60	65	52	66	53	86	76	81	90	117	127	149	222	232	269	364	438	558	635	833	976	1075	1296	1427	1561	1686	1662	1667	1566	1408	1297	1147	942	735	609	468	340	237	227	180	146	154	162	182	183	213	249	298	358	471	565	691	896	1077	1439	1726	2289	2713	3274	3924	4602	5346	6044	6607	7161	7630	8020	8041	7931	7879	7281	6820	6349	5650	4857	4212	3597	2986	2409	1906	1390	1155	858	619	478	367	259	180	137	109	79	69	45	52	53	52	37	46	35	38	36	36	35	34	43	36	38	39	49	43	49	44	51	44	46	37	55	42	43	42	45	47	44	55	44	50	43	36	33	35	38	41	44	48
0	0	0	0	0	0	0	0	0	0	0	72	74	69	76	69	70	51	51	50	52	66	59	72	74	91	89	93	108	143	176	213	241	315	402	483	613	709	786	984	1130	1258	1457	1500	1522	1553	1542	1459	1428	1245	1101	909	731	617	482	428	306	258	199	158	152	135	150	170	193	186	221	254	310	391	442	580	706	882	1031	1347	1654	2065	2574	3009	3568	4148	4814	5366	5980	6454	6922	7378	7439	7453	7475	7090	6876	6364	6013	5330	4591	4102	3570	3010	2523	1975	1620	1212	1016	767	575	444	339	248	201	137	99	90	52	47	48	48	31	37	30	36	32	31	36	40	40	45	33	31	35	35	39	40	33	38	26	40	47	53	43	39	29	47	51	50	45	43	47	41
0	0	0	0	0	0	0	0	0	0	0	65	66	55	72	63	68	60	57	56	53	45	68	73	70	61	65	88	81	113	120	147	153	174	229	325	383	424	539	658	749	890	978	1104	1259	1262	1449	1491	1492	1449	1381	1291	1171	1009	810	737	617	521	424	318	235	196	163	130	127	131	152	157	180	173	201	228	269	385	411	515	620	725	992	1126	1431	1791	1968	2556	2982	3416	3763	4478	4984	5437	6084	6382	6801	6859	7029	7144	6860	6634	6429	5984	5428	4951	4441	3819	3379	2907	2267	1999	1554	1275	1009	782	630	445	393	247	218	155	135	104	76	59	52	44	38	33	29	30	40	35	22	38	27	27	31	27	23	42	40	23	33	35	44	37	37	40	35	29	25	27
0	0	0	0	0	0	0	0	0	0	0	80	50	75	56	70	52	72	60	49	65	60	51	69	54	62	57	69	74	63	100	85	108	134	178	177	230	265	323	386	420	551	612	702	884	967	1101	1173	1276	1377	1416	1448	1376	1266	1280	1169	1047	884	761	640	547	439	411	269	255	189	162	154	149	116	123	151	161	155	183	210	244	317	313	377	437	583	685	815	976	1184	1480	1828	2010	2400	2816	3250	3779	4113	4694	5108	5556	5990	6247	6354	6425	6594	6665	6301	6184	5904	5505	4973	4485	4128	3654	3131	2711	2358	1980	1651	1311	1095	931	705	565	415	332	241	184	143	105	88	79	63	46	42	51	34	39	44	23	38	32	27	31	34	38	27	42	32	27	31	25	41
